hsa00010,Glycolysis / Gluconeogenesis
3708,ITPR1
3709,ITPR2
3710,ITPR3
5578,PRKCA
5579,PRKCB
5582,PRKCG
2911,GRM1
2915,GRM5
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
hsa04721,Synaptic vesicle cycle
140679,SLC32A1
6570,SLC18A1
6571,SLC18A2
6572,SLC18A3
57084,SLC17A6
246213,SLC17A8
57030,SLC17A7
6857,SYT1
6844,VAMP2
5864,RAB3A
22999,RIMS1
6804,STX1A
2054,STX2
6809,STX3
112755,STX1B
6812,STXBP1
23025,UNC13A
10497,UNC13B
440279,UNC13C
6616,SNAP25
10815,CPLX1
10814,CPLX2
594855,CPLX3
339302,CPLX4
773,CACNA1A
774,CACNA1B
4905,NSF
8775,NAPA
1759,DNM1
1785,DNM2
26052,DNM3
1211,CLTA
1212,CLTB
1213,CLTC
8218,CLTCL1
161,AP2A2
160,AP2A1
163,AP2B1
1173,AP2M1
1175,AP2S1
523,ATP6V1A
525,ATP6V1B1
526,ATP6V1B2
245973,ATP6V1C2
528,ATP6V1C1
51382,ATP6V1D
90423,ATP6V1E2
529,ATP6V1E1
9296,ATP6V1F
9550,ATP6V1G1
127124,ATP6V1G3
534,ATP6V1G2
8992,ATP6V0E1
155066,ATP6V0E2
10312,TCIRG1
23545,ATP6V0A2
50617,ATP6V0A4
535,ATP6V0A1
9114,ATP6V0D1
245972,ATP6V0D2
51606,ATP6V1H
527,ATP6V0C
533,ATP6V0B
6529,SLC6A1
6530,SLC6A2
6531,SLC6A3
6532,SLC6A4
9152,SLC6A5
6536,SLC6A9
6534,SLC6A7
6538,SLC6A11
6539,SLC6A12
6540,SLC6A13
6505,SLC1A1
6506,SLC1A2
6507,SLC1A3
6511,SLC1A6
6512,SLC1A7
hsa04722,Neurotrophin signaling pathway
4803,NGF
627,BDNF
4909,NTF4
4908,NTF3
4914,NTRK1
4915,NTRK2
4916,NTRK3
10603,SH2B2
25970,SH2B1
10019,SH2B3
2885,GRB2
6654,SOS1
6655,SOS2
3265,HRAS
3845,KRAS
4893,NRAS
5894,RAF1
673,BRAF
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
6197,RPS6KA3
6195,RPS6KA1
6196,RPS6KA2
27330,RPS6KA6
9252,RPS6KA5
468,ATF4
596,BCL2
57498,KIDINS220
10818,FRS2
1398,CRK
1399,CRKL
2889,RAPGEF1
5906,RAP1A
5908,RAP1B
4215,MAP3K3
5607,MAP2K5
5598,MAPK7
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
9261,MAPKAPK2
6464,SHC1
25759,SHC2
53358,SHC3
399694,SHC4
2549,GAB1
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
207,AKT1
208,AKT2
10000,AKT3
4793,NFKBIB
4792,NFKBIA
4794,NFKBIE
4790,NFKB1
5970,RELA
2309,FOXO3
356,FASLG
572,BAD
2932,GSK3B
5170,PDPK1
3667,IRS1
5335,PLCG1
5336,PLCG2
5580,PRKCD
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
814,CAMK4
25,ABL1
5781,PTPN11
4145,MATK
4804,NGFR
397,ARHGDIB
396,ARHGDIA
398,ARHGDIG
387,RHOA
998,CDC42
5879,RAC1
4214,MAP3K1
4217,MAP3K5
5609,MAP2K7
5599,MAPK8
5602,MAPK10
5601,MAPK9
3725,JUN
7157,TP53
581,BAX
7161,TP73
7189,TRAF6
10782,ZNF274
11108,PRDM4
9500,MAGED1
27018,BEX3
7531,YWHAE
8767,RIPK2
3654,IRAK1
3656,IRAK2
11213,IRAK3
51135,IRAK4
3551,IKBKB
6272,SORT1
5663,PSEN1
5664,PSEN2
hsa04723,Retrograde endocannabinoid signaling
57084,SLC17A6
246213,SLC17A8
57030,SLC17A7
2890,GRIA1
2891,GRIA2
2892,GRIA3
2893,GRIA4
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
2911,GRM1
2915,GRM5
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
3708,ITPR1
3709,ITPR2
3710,ITPR3
222236,NAPEPLD
5578,PRKCA
5579,PRKCB
5582,PRKCG
747,DAGLA
221955,DAGLB
5743,PTGS2
57406,ABHD6
2166,FAAH
1268,CNR1
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
3760,KCNJ3
3763,KCNJ6
3765,KCNJ9
3762,KCNJ5
773,CACNA1A
774,CACNA1B
5594,MAPK1
5595,MAPK3
5599,MAPK8
5602,MAPK10
5601,MAPK9
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
11343,MGLL
4535,ND1
4536,ND2
4537,ND3
4538,ND4
4539,ND4L
4540,ND5
4541,ND6
4723,NDUFV1
4729,NDUFV2
4731,NDUFV3
4694,NDUFA1
4695,NDUFA2
4696,NDUFA3
4697,NDUFA4
56901,NDUFA4L2
4698,NDUFA5
4700,NDUFA6
4701,NDUFA7
4702,NDUFA8
4704,NDUFA9
4705,NDUFA10
4706,NDUFAB1
126328,NDUFA11
55967,NDUFA12
51079,NDUFA13
4707,NDUFB1
4708,NDUFB2
4709,NDUFB3
4710,NDUFB4
4711,NDUFB5
4712,NDUFB6
4713,NDUFB7
4714,NDUFB8
4715,NDUFB9
4716,NDUFB10
54539,NDUFB11
4719,NDUFS1
4720,NDUFS2
4722,NDUFS3
4724,NDUFS4
4725,NDUFS5
4726,NDUFS6
374291,NDUFS7
4728,NDUFS8
4717,NDUFC1
4718,NDUFC2
100532726,NDUFC2-KCTD14
140679,SLC32A1
22999,RIMS1
2554,GABRA1
2555,GABRA2
2556,GABRA3
2557,GABRA4
2558,GABRA5
2559,GABRA6
2560,GABRB1
2562,GABRB3
2561,GABRB2
2565,GABRG1
2566,GABRG2
2567,GABRG3
2563,GABRD
2564,GABRE
55879,GABRQ
2568,GABRP
2569,GABRR1
2570,GABRR2
200959,GABRR3
hsa04724,Glutamatergic synapse
81539,SLC38A1
54407,SLC38A2
27165,GLS2
2744,GLS
57084,SLC17A6
246213,SLC17A8
57030,SLC17A7
2897,GRIK1
2898,GRIK2
2899,GRIK3
2900,GRIK4
2901,GRIK5
2890,GRIA1
2891,GRIA2
2892,GRIA3
2893,GRIA4
2902,GRIN1
2903,GRIN2A
2904,GRIN2B
2905,GRIN2C
2906,GRIN2D
116443,GRIN3A
116444,GRIN3B
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5534,PPP3R1
5535,PPP3R2
1742,DLG4
9229,DLGAP1
85358,SHANK3
50944,SHANK1
22941,SHANK2
7220,TRPC1
2911,GRM1
2915,GRM5
9456,HOMER1
9455,HOMER2
9454,HOMER3
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
5578,PRKCA
5579,PRKCB
5582,PRKCG
3708,ITPR1
3709,ITPR2
3710,ITPR3
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
5337,PLD1
5338,PLD2
5594,MAPK1
5595,MAPK3
2778,GNAS
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
2912,GRM2
2913,GRM3
2914,GRM4
2916,GRM6
2917,GRM7
2918,GRM8
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
156,GRK2
157,GRK3
3760,KCNJ3
773,CACNA1A
6506,SLC1A2
6512,SLC1A7
6505,SLC1A1
6511,SLC1A6
775,CACNA1C
776,CACNA1D
6507,SLC1A3
2752,GLUL
10991,SLC38A3
hsa04725,Cholinergic synapse
1103,CHAT
43,ACHE
6572,SLC18A3
1128,CHRM1
1131,CHRM3
1133,CHRM5
2776,GNAQ
2767,GNA11
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
3708,ITPR1
3709,ITPR2
3710,ITPR3
5578,PRKCA
5579,PRKCB
5582,PRKCG
3784,KCNQ1
3785,KCNQ2
3786,KCNQ3
9132,KCNQ4
56479,KCNQ5
3759,KCNJ2
3768,KCNJ12
3761,KCNJ4
3770,KCNJ14
1129,CHRM2
1132,CHRM4
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
3760,KCNJ3
3763,KCNJ6
5294,PIK3CG
23533,PIK3R5
146850,PIK3R6
3265,HRAS
3845,KRAS
4893,NRAS
5604,MAP2K1
5594,MAPK1
5595,MAPK3
2353,FOS
1139,CHRNA7
1137,CHRNA4
1141,CHRNB2
1136,CHRNA3
1143,CHRNB4
8973,CHRNA6
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
5566,PRKACA
5567,PRKACB
5568,PRKACG
1385,CREB1
468,ATF4
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
814,CAMK4
3717,JAK2
2534,FYN
5290,PIK3CA
5293,PIK3CD
5291,PIK3CB
5295,PIK3R1
5296,PIK3R2
8503,PIK3R3
207,AKT1
208,AKT2
10000,AKT3
596,BCL2
773,CACNA1A
774,CACNA1B
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
60482,SLC5A7
hsa04726,Serotonergic synapse
121278,TPH2
7166,TPH1
1644,DDC
6570,SLC18A1
6571,SLC18A2
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
3356,HTR2A
3357,HTR2B
3358,HTR2C
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
3708,ITPR1
3709,ITPR2
3710,ITPR3
5578,PRKCA
5579,PRKCB
5582,PRKCG
5594,MAPK1
5595,MAPK3
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
1558,CYP2C8
1559,CYP2C9
1562,CYP2C18
1557,CYP2C19
1565,CYP2D6
107987478,Not Found
1564,CYP2D7
107987479,CYP2D6
1573,CYP2J2
260293,CYP4X1
240,ALOX5
239,ALOX12
242,ALOX12B
246,ALOX15
247,ALOX15B
5742,PTGS1
5743,PTGS2
3359,HTR3A
285242,HTR3E
200909,HTR3D
170572,HTR3C
9177,HTR3B
3360,HTR4
3362,HTR6
3363,HTR7
2778,GNAS
111,ADCY5
5566,PRKACA
5567,PRKACB
5568,PRKACG
3781,KCNN2
3751,KCND2
2560,GABRB1
2562,GABRB3
2561,GABRB2
10411,RAPGEF3
351,APP
3350,HTR1A
3351,HTR1B
3352,HTR1D
3354,HTR1E
3355,HTR1F
3361,HTR5A
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
836,CASP3
1843,DUSP1
3265,HRAS
3845,KRAS
4893,NRAS
369,ARAF
673,BRAF
5894,RAF1
5604,MAP2K1
773,CACNA1A
774,CACNA1B
3760,KCNJ3
3763,KCNJ6
3765,KCNJ9
3762,KCNJ5
7220,TRPC1
6532,SLC6A4
4129,MAOB
4128,MAOA
hsa04727,GABAergic synapse
81539,SLC38A1
54407,SLC38A2
27165,GLS2
2744,GLS
2571,GAD1
2572,GAD2
140679,SLC32A1
18,ABAT
2554,GABRA1
2555,GABRA2
2556,GABRA3
2557,GABRA4
2558,GABRA5
2559,GABRA6
2560,GABRB1
2562,GABRB3
2561,GABRB2
2565,GABRG1
2566,GABRG2
2567,GABRG3
2563,GABRD
2564,GABRE
55879,GABRQ
2568,GABRP
5566,PRKACA
5567,PRKACB
5568,PRKACG
6714,SRC
5578,PRKCA
5579,PRKCB
5582,PRKCG
9001,HAP1
11337,GABARAP
23710,GABARAPL1
11345,GABARAPL2
4905,NSF
66008,TRAK2
5334,PLCL1
10243,GPHN
2569,GABRR1
2570,GABRR2
200959,GABRR3
773,CACNA1A
774,CACNA1B
775,CACNA1C
776,CACNA1D
778,CACNA1F
779,CACNA1S
2550,GABBR1
9568,GABBR2
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
107,ADCY1
108,ADCY2
109,ADCY3
196883,ADCY4
111,ADCY5
112,ADCY6
113,ADCY7
114,ADCY8
115,ADCY9
3763,KCNJ6
6529,SLC6A1
6540,SLC6A13
6538,SLC6A11
6539,SLC6A12
2752,GLUL
10991,SLC38A3
92745,SLC38A5
57468,SLC12A5
hsa04728,Dopaminergic synapse
7054,TH
1644,DDC
6570,SLC18A1
6571,SLC18A2
1812,DRD1
1816,DRD5
50632,CALY
2776,GNAQ
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
3708,ITPR1
3709,ITPR2
3710,ITPR3
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
5530,PPP3CA
5532,PPP3CB
5533,PPP3CC
5578,PRKCA
5579,PRKCB
5582,PRKCG
2353,FOS
2778,GNAS
2774,GNAL
111,ADCY5
5566,PRKACA
5567,PRKACB
5568,PRKACG
1385,CREB1
1386,ATF2
468,ATF4
10488,CREB3
90993,CREB3L1
64764,CREB3L2
84699,CREB3L3
148327,CREB3L4
9586,CREB5
1388,ATF6B
5600,MAPK11
6300,MAPK12
5603,MAPK13
1432,MAPK14
5599,MAPK8
5602,MAPK10
5601,MAPK9
84152,PPP1R1B
5499,PPP1CA
5500,PPP1CB
5501,PPP1CC
6323,SCN1A
775,CACNA1C
776,CACNA1D
773,CACNA1A
774,CACNA1B
3760,KCNJ3
3763,KCNJ6
3765,KCNJ9
3762,KCNJ5
1814,DRD3
1815,DRD4
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2782,GNB1
2783,GNB2
2784,GNB3
59345,GNB4
10681,GNB5
54331,GNG2
2785,GNG3
2786,GNG4
2787,GNG5
2788,GNG7
94235,GNG8
2790,GNG10
2791,GNG11
55970,GNG12
51764,GNG13
2792,GNGT1
2793,GNGT2
1813,DRD2
5515,PPP2CA
5516,PPP2CB
5519,PPP2R1B
5518,PPP2R1A
5520,PPP2R2A
5521,PPP2R2B
5522,PPP2R2C
55844,PPP2R2D
28227,PPP2R3B
55012,PPP2R3C
5523,PPP2R3A
5526,PPP2R5B
5527,PPP2R5C
5528,PPP2R5D
5529,PPP2R5E
5525,PPP2R5A
207,AKT1
208,AKT2
10000,AKT3
2931,GSK3A
2932,GSK3B
2903,GRIN2A
2904,GRIN2B
2890,GRIA1
2891,GRIA2
2892,GRIA3
2893,GRIA4
3798,KIF5A
3799,KIF5B
3800,KIF5C
9575,CLOCK
406,ARNTL
6531,SLC6A3
4129,MAOB
4128,MAOA
1312,COMT
220074,LRTOMT
409,ARRB2
hsa04730,Long-term depression
4842,NOS1
2977,GUCY1A2
2982,GUCY1A1
2983,GUCY1B1
5592,PRKG1
5593,PRKG2
10842,PPP1R17
5519,PPP2R1B
5518,PPP2R1A
5515,PPP2CA
5516,PPP2CB
3265,HRAS
3845,KRAS
4893,NRAS
369,ARAF
673,BRAF
5894,RAF1
5604,MAP2K1
5605,MAP2K2
5594,MAPK1
5595,MAPK3
2895,GRID2
2911,GRM1
2770,GNAI1
2773,GNAI3
2771,GNAI2
2775,GNAO1
2781,GNAZ
2778,GNAS
2768,GNA12
10672,GNA13
123745,PLA2G4E
5321,PLA2G4A
8681,JMJD7-PLA2G4B
100137049,PLA2G4B
8605,PLA2G4C
283748,PLA2G4D
255189,PLA2G4F
5578,PRKCA
5579,PRKCB
5582,PRKCG
2776,GNAQ
2767,GNA11
23236,PLCB1
5330,PLCB2
5331,PLCB3
5332,PLCB4
2890,GRIA1
2891,GRIA2
2892,GRIA3
4067,LYN
773,CACNA1A
3708,ITPR1
3709,ITPR2
3710,ITPR3
6261,RYR1
1392,CRH
1394,CRHR1
3479,IGF1
3480,IGF1R
hsa04740,Olfactory transduction
442186,OR2J3
442191,OR14J1
442194,OR10C1
442361,OR2A2
119774,OR52K2
120065,OR5P2
120066,OR5P3
120586,OR8I2
120775,OR2D3
119678,OR52E2
119679,OR52J3
119682,OR51L1
119687,OR51A7
119692,OR51S1
119694,OR51F2
119695,OR52R1
119749,OR4C46
119764,OR4X2
119772,OR52M1
8387,OR1E1
8388,OR1E2
4991,OR1D2
8386,OR1D5
8390,OR1G1
8383,OR1A1
26189,OR1A2
26707,OR2J2
79541,OR2A4
4993,OR2C1
26211,OR2F1
26692,OR2W1
4994,OR3A1
4995,OR3A2
8392,OR3A3
10798,OR5I1
81696,OR5V1
8590,OR6A2
26333,OR7A17
26659,OR7A5
26539,OR10H1
26538,OR10H2
26532,OR10H3
26476,OR10J1
26531,OR11A1
26529,OR12D2
81797,OR12D3
81285,OR51E2
23538,OR52A1
79339,OR51B4
79345,OR51B2
283694,OR4N4
441608,OR5B3
441639,OR9K2
441669,OR4Q3
441670,OR4M1
441933,OR13G1
284521,OR2L13
390078,OR52E6
390079,OR52E8
390081,OR52E4
390083,OR56A3
390084,OR56A5
390093,OR10A6
390113,OR4X1
390142,OR5D13
390144,OR5D16
390151,OR8H2
390152,OR8H3
390154,OR5T3
390155,OR5T1
390157,OR8K1
390162,OR5M9
390167,OR5M10
390168,OR5M1
390174,OR9G1
144125,OR2AG1
150681,OR6B3
158131,OR1Q1
162998,OR7D2
196335,OR56B4
219417,OR8U1
219428,OR4C16
219429,OR4C11
219431,OR4S2
219432,OR4C6
219436,OR5D14
219437,OR5L1
219438,OR5D18
219447,OR5AS1
219453,OR8K5
219464,OR5T2
219469,OR8H1
219473,OR8K3
219477,OR8J1
219479,OR5R1
219482,OR5M3
219484,OR5M8
219493,OR5AR1
219858,OR8B12
219865,OR8G5
219869,OR10G8
219870,OR10G9
219873,OR10S1
219874,OR6T1
219875,OR4D5
219952,OR6Q1
219954,OR9I1
219956,OR9Q1
219957,OR9Q2
219958,OR1S2
219959,OR1S1
219960,OR10Q1
219965,OR5B17
219968,OR5B21
219981,OR5A2
219982,OR5A1
219983,OR4D6
219986,OR4D11
254783,OR6C74
254786,OR6C3
254973,OR1L4
255725,OR52B2
256144,OR4C3
256148,OR4S1
256892,OR51F1
26188,OR1C1
26212,OR2B6
26219,OR1J4
26245,OR2M4
26246,OR2L2
26248,OR2K2
26338,OR5L2
26339,OR5K1
26492,OR8G2P
26493,OR8B8
26496,OR10A3
26658,OR7C2
26664,OR7C1
26689,OR4D1
26696,OR2T1
26716,OR2H1
283092,OR4C13
283093,OR4C12
283111,OR51V1
283159,OR8D1
283160,OR8D2
283162,OR8B4
283189,OR9G4
283297,OR10A4
283365,OR6C6
284383,OR2Z1
284433,OR10H5
284532,OR14A16
285659,OR2V2
286362,OR13C9
286365,OR13D1
338662,OR8D4
338674,OR5F1
338675,OR5AP2
338751,OR52L1
338755,OR2AG2
340980,OR52B6
341152,OR2AT4
341276,OR10A2
341416,OR6C2
341418,OR6C4
341568,OR8S1
341799,OR6S1
343169,OR6F1
343173,OR2T3
343406,OR10R2
343563,OR2T29
346517,OR6V1
346525,OR2A12
346528,OR2A1
347168,OR1J1
347169,OR1B1
347468,OR13H1
387748,OR56B1
390036,OR52K1
390037,OR52I1
390038,OR51D1
390054,OR52A5
390058,OR51B6
120776,OR2D2
120787,OR52W1
120793,OR56A4
120796,OR56A1
121130,OR10P1
121275,OR10AD1
121364,OR10A7
122740,OR4K14
122742,OR4L1
122748,OR11H6
124538,OR4D2
125958,OR7D4
125962,OR7G1
125963,OR1M1
126370,OR1I1
126541,OR10H4
127059,OR2M5
127062,OR2M3
127064,OR2T12
127066,OR14C36
127068,OR2T34
127069,OR2T10
127074,OR2T4
127077,OR2T11
127385,OR10J5
127623,OR2B11
128360,OR10T2
128367,OR10X1
128368,OR10Z1
128371,OR6K6
128372,OR6N1
130075,OR9A4
134083,OR2Y1
135924,OR9A2
135941,OR2A14
135946,OR6B1
135948,OR2F2
138799,OR13C5
138802,OR13C8
138803,OR13C3
138804,OR13C4
138805,OR13F1
138881,OR1L8
138882,OR1N2
138883,OR1N1
143496,OR52B4
143502,OR52I2
144124,OR10A5
390059,OR51M1
390061,OR51Q1
390063,OR51I1
390064,OR51I2
390066,OR52D1
390067,OR52H1
390072,OR52N4
390075,OR52N5
390077,OR52N2
390181,OR5AK2
390191,OR5B12
390195,OR5AN1
390197,OR4D10
390199,OR4D9
390201,OR10V1
390260,OR6X1
390261,OR6M1
390264,OR10G4
390265,OR10G7
390275,OR8A1
390321,OR6C1
390323,OR6C75
390326,OR6C76
390327,OR6C70
390429,OR4N2
390431,OR4K2
390433,OR4K13
390436,OR4K17
390437,OR4N5
390439,OR11G2
390442,OR11H4
390445,OR5AU1
390538,OR4M2
390648,OR4F6
390649,OR4F15
390882,OR7G2
390883,OR7G3
390892,OR7A10
391107,OR10K2
391109,OR10K1
391112,OR6Y1
391114,OR6K3
391189,OR11L1
391190,OR2L8
391191,OR2AK2
391192,OR2L3
391194,OR2M2
391195,OR2T33
391196,OR2M7
391211,OR2G6
392138,OR2A25
392309,OR13J1
392376,OR13C2
392390,OR1L6
392391,OR5C1
392392,OR1K1
393046,OR2A5
401427,OR2A7
401665,OR51T1
401666,OR51A4
401667,OR51A2
401992,OR2T2
401993,OR2T5
401994,OR14I1
402135,OR5K2
402317,OR2A42
4992,OR1F1
56656,OR2S2
79290,OR13A1
7932,OR2H2
81472,OR2C3
81697,OR2B2
119765,OR4B1
219487,OR5M11
254879,OR2T6
143503,OR51E1
26494,OR8G1
26533,OR10G3
26534,OR10G2
26682,OR4F4
26683,OR4F3
26686,OR4E2
26735,OR1L3
26737,OR1L1
26740,OR1J2
282763,OR51B5
282770,OR10AG1
282775,OR5J2
441911,OR10J3
389090,OR6B2
79295,OR5H6
79310,OR5H2
79317,OR4K5
79324,OR51G1
79473,OR52N1
79501,OR4F5
79544,OR4K1
81050,OR5AC2
81061,OR11H1
81099,OR4F17
81127,OR4K15
81168,OR8J3
81282,OR51G2
81300,OR4P4
81309,OR4C15
81318,OR4A5
81327,OR4A16
81328,OR4A15
81392,OR2AE1
81399,OR4F16
81442,OR6N2
81448,OR6K2
81469,OR2G3
81470,OR2G2
343171,OR2W3
343172,OR2T8
504189,OR8U8
442184,OR2B3
403282,OR6C65
403284,OR6C68
26648,OR7E24
403257,OR4C45
403253,OR4A47
403239,OR2T27
441308,OR4F21
390148,OR5W2
128366,OR6P1
504190,OR8U9
504191,OR9G9
26341,OR5H1
390271,OR8B3
26595,OR8B2
390190,OR5B2
440153,OR11H12
403277,OR5K3
403278,OR5K4
81341,OR10W1
729759,OR4F29
121129,OR2AP1
26693,OR2V1
81466,OR2L5
102723532,Not Found
403273,OR5H14
105369274,Not Found
26687,OR4E1
403274,OR5H15
8389,OR1E3
442179,OR1F12
79490,OR10G6
26530,OR12D1
283110,OR52Z1
283617,OR4K3
390432,OR4Q2
391121,OR10J4
392133,OR10AC1
401663,OR51H1
403244,OR2T35
441932,OR2W5
442185,OR2J1
653166,OR1D4
79296,OR52E1
79346,OR4C5
79470,OR51J1
79482,OR5AL1
107987545,Not Found
79549,OR6J1
127608,OR2AJ1
112268384,Not Found
26497,OR10D3
343170,OR14K1
388761,OR14A2
390082,OR52E5
390441,OR11H7
79334,OR11H2
81458,OR2T7
2774,GNAL
2782,GNB1
2788,GNG7
51764,GNG13
109,ADCY3
1260,CNGA2
1262,CNGA4
1258,CNGB1
57101,ANO2
3000,GUCY2D
1261,CNGA3
83988,NCALD
5592,PRKG1
5593,PRKG2
6546,SLC8A1
6543,SLC8A2
6547,SLC8A3
123041,SLC24A4
156,GRK2
157,GRK3
408,ARRB1
409,ARRB2
5997,RGS2
5566,PRKACA
5567,PRKACB
5568,PRKACG
815,CAMK2A
817,CAMK2D
816,CAMK2B
818,CAMK2G
810,CALML3
805,CALM2
808,CALM3
801,CALM1
163688,CALML6
51806,CALML5
91860,CALML4
5136,PDE1A
5153,PDE1B
5137,PDE1C
5138,PDE2A
hsa04742,Taste transduction
6337,SCNN1A
6338,SCNN1B
6340,SCNN1G
954,ENTPD2
80834,TAS1R2
83756,TAS1R3
346562,GNAT3
2784,GNB3
51764,GNG13
196883,ADCY4
112,ADCY6
114,ADCY8
5566,PRKACA
5567,PRKACB
5568,PRKACG
3710,ITPR3
29850,TRPM5
6326,SCN2A
6328,SCN3A
6335,SCN9A
255022,CALHM1
22953,P2RX2
5024,P2RX3
5028,P2RY1
5030,P2RY4
1131,CHRM3
80835,TAS1R1
2911,GRM1
2914,GRM4
259285,TAS2R39
259286,TAS2R40
259287,TAS2R41
259289,TAS2R43
259290,TAS2R31
259291,TAS2R45
259292,TAS2R46
259294,TAS2R19
259295,TAS2R20
259296,TAS2R50
338398,TAS2R60
353164,TAS2R42
50831,TAS2R3
50832,TAS2R4
50833,TAS2R16
50834,TAS2R1
50835,TAS2R9
50836,TAS2R8
50837,TAS2R7
50838,TAS2R13
50839,TAS2R10
50840,TAS2R14
54429,TAS2R5
5726,TAS2R38
259293,TAS2R30
5136,PDE1A
5153,PDE1B
5137,PDE1C
9033,PKD2L1
342372,PKD1L3
8645,KCNK5
10021,HCN4
773,CACNA1A
775,CACNA1C
2554,GABRA1
2555,GABRA2
2556,GABRA3
2557,GABRA4
2558,GABRA5
2559,GABRA6
2550,GABBR1
9568,GABBR2
3350,HTR1A
3351,HTR1B
3352,HTR1D
3354,HTR1E
3355,HTR1F
3359,HTR3A
285242,HTR3E
200909,HTR3D
170572,HTR3C
9177,HTR3B
40,ASIC2
5330,PLCB2
hsa04744,Phototransduction
6010,RHO
131890,GRK7
6011,GRK1
5957,RCVRN
6295,SAG
2780,GNAT2
2779,GNAT1
2782,GNB1
2792,GNGT1
8787,RGS9
5145,PDE6A
5158,PDE6B
5148,PDE6G
3000,GUCY2D
2986,GUCY2F
2978,GUCA1A
2979,GUCA1B
